Row	Gene	Uniprot	nrLocations	Type	LocationNumber	LOCATION	Reliability	HPAbin	SCtype	SCneigh	SC_ClassCount	SCvalid
1922	CRISPLD2	Q9H0B8	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
1924	CRMP1	Q14194	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
1925	CSF1	P09603	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
1926	CSNK1G1	Q9HCP0	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
1927	CTSF	Q9UBX1	3	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
1930	CTSH	P09668	3	MultiLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	2_Nucleus	2	FALSE
1933	CTSS	P25774	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
1934	CYB5R2	Q6BCY4	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
1936	DAB2	P98082	3	MultiLoc	FirstLoc	J_Nucleoli	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
1939	DACH1	Q9UI36	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
1941	DCLRE1B	Q9H816	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
1943	DCUN1D2	Q6PH85	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
1945	DDC	P20711	1	SingleLoc	FirstLoc	R_Actin filaments	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
1946	DDX3Y	O15523	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
1948	DLG1	Q12959	2	MultiLoc	FirstLoc	A_Vesicles	4_Uncertain	1_Secretory	MultiCLidentical	4_Mitochondria	2	FALSE
1950	DLG3	Q92796	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
1952	DLG4	P78352	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	2	FALSE
1953	DMGDH	Q9UI17	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	4_Uncertain	4_Mitochondria	MultiCLidentical	4_Mitochondria	2	TRUE
1954	DMTF1	Q9Y222	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
1955	DNAAF3	Q8N9W5	2	MultiLoc	FirstLoc	K_Nuclear bodies	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
1957	DNAJC12	Q9UKB3	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
1959	DNAJC24	Q6P3W2	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
1960	DNM3	Q9UQ16	1	SingleLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	2	FALSE
1961	DOCK4	Q8N1I0	4	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
1965	DOLK	Q9UPQ8	2	MultiLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
1967	DSC3	Q14574	2	MultiLoc	FirstLoc	E_Cell Junctions	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
1969	DSEL	Q8IZU8	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
1971	DUSP16	Q9BY84	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
1972	DUSP19	Q8WTR2	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
1973	DYRK1B	Q9Y463	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
1974	ECHDC3	Q96DC8	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	4_Mitochondria	2	FALSE
1977	EFHC1	Q5JVL4	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
1979	ELAVL2	Q12926	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
1981	ENKD1	Q9H0I2	3	MultiLoc	FirstLoc	O_Centrosome	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
1984	ENTPD3	O75355	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
1985	ENTPD8	Q5MY95	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
1988	EPHA3	P29320	3	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
1991	ERCC1	P07992	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
1992	EREG	O14944	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
1993	ERI2	A8K979	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
1995	ESPN	B1AK53	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	2	FALSE
1996	ETHE1	O95571	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	1_Validated	4_Mitochondria	MultiCLidentical	4_Mitochondria	2	TRUE
1997	ETV4	P43268	1	SingleLoc	FirstLoc	J_Nucleoli	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
1998	EYA2	O00167	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
1999	EYA4	O95677	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2000	FAM110B	Q8TC76	2	MultiLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
2002	FAM13A	O94988	3	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2005	FAM13B	Q9NYF5	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2006	FAM171A1	Q5VUB5	2	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2008	FAM210B	Q96KR6	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	4_Mitochondria	2	FALSE
2010	FAM214B	Q7L5A3	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2012	FAM21A	Q641Q2	3	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2015	FAM222B	Q8WU58	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2016	FAM50B	Q9Y247	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2018	FAM69B	Q5VUD6	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2021	FAM84A	Q96KN4	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2022	FAM92A1	A1XBS5	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	3_Cytosol	2	FALSE
2023	FANCC	Q00597	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2024	FANCE	Q9HB96	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2025	FAT4	Q6V0I7	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2026	FBF1	Q8TES7	1	SingleLoc	FirstLoc	O_Centrosome	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
2027	FBP1	P09467	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	4_Uncertain	4_Mitochondria	MultiCLidentical	3_Cytosol	2	FALSE
2028	FBXO10	Q9UK96	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2030	FBXO31	Q5XUX0	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2033	FCHO1	O14526	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2035	FDXACB1	Q9BRP7	2	MultiLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2037	FGD3	Q5JSP0	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2039	FGF1	P05230	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2040	FGFR1	P11362	1	SingleLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2041	FGFR3	P22607	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2042	FJX1	Q86VR8	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2043	FKBP11	Q9NYL4	1	SingleLoc	FirstLoc	O_Centrosome	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2044	FKBP1B	P68106	1	SingleLoc	FirstLoc	P_Microtubules	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
2045	FOLR1	P15328	1	SingleLoc	FirstLoc	L_Nuclear membrane	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2046	FOXJ3	Q9UPW0	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2049	FOXN2	P32314	2	MultiLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2051	FRMD4A	Q9P2Q2	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2053	FRMD8	Q9BZ67	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2056	FZD4	Q9ULV1	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2059	FZD8	Q9H461	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2060	GADD45A	P24522	1	SingleLoc	FirstLoc	I_Nuclear speckles	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2061	GADD45B	O75293	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2063	GAL	P22466	2	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2065	GALNT16	Q8N428	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2066	GCHFR	P30047	1	SingleLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2067	GCNT3	O95395	2	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2069	GFRA1	P56159	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2071	GGT1	P19440	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2072	GJB4	Q9NTQ9	1	SingleLoc	FirstLoc	E_Cell Junctions	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2073	GLRX2	Q9NS18	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2074	GNG2	P59768	2	MultiLoc	FirstLoc	B_Golgi apparatus	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2076	GNL3L	Q9NVN8	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2079	GPR161	Q8N6U8	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2081	GPX2	P18283	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2083	GRAMD1B	Q3KR37	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2086	GRHL3	Q8TE85	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2087	GRK5	P34947	3	MultiLoc	FirstLoc	L_Nuclear membrane	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2090	GSTM2	P28161	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2093	GSTM4	Q03013	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	3_Cytosol	2	FALSE
2094	GTF2E1	P29083	2	MultiLoc	FirstLoc	H_Nucleus	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2096	GTF2I	P78347	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2097	GUCY1A3	Q02108	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2099	GYG2	O15488	3	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2102	HAS3	O00219	1	SingleLoc	FirstLoc	P_Microtubules	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2103	HDX	Q7Z353	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	2_Nucleus	2	FALSE
2104	HIGD2A	Q9BW72	2	MultiLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	4_Mitochondria	2	FALSE
2106	HILPDA	Q9Y5L2	2	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2108	HOXB13	Q92826	1	SingleLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2109	HOXC11	O43248	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2111	HPD	P32754	1	SingleLoc	FirstLoc	I_Nuclear speckles	4_Uncertain	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2112	HPDL	Q96IR7	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	2_Supported	4_Mitochondria	MultiCLidentical	4_Mitochondria	2	TRUE
2113	HPGD	P15428	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2115	ICAM5	Q9UMF0	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2116	IFI27L2	Q9H2X8	2	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	4_Mitochondria	2	FALSE
2118	IFI6	P09912	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	1_Secretory	2	FALSE
2119	IFIT2	P09913	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	2	FALSE
2120	IGFBPL1	Q8WX77	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2122	IGSF1	Q8N6C5	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2123	IL10RB	Q08334	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2124	IL15RA	Q13261	2	MultiLoc	FirstLoc	N_Cytosol	4_Uncertain	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2126	IL17RD	Q8NFM7	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2128	IL7R	P16871	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2129	IMMP2L	Q96T52	1	SingleLoc	FirstLoc	ZZZZ_Mitochondria	3_Approved	4_Mitochondria	MultiCLidentical	4_Mitochondria	2	TRUE
2130	INTU	Q9ULD6	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	2	FALSE
2131	IRF7	Q92985	2	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2133	IRX2	Q9BZI1	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2135	IRX5	P78411	3	MultiLoc	FirstLoc	I_Nuclear speckles	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2138	KBTBD11	O94819	1	SingleLoc	FirstLoc	Q_Intermediate filaments	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
2139	KCNK5	O95279	1	SingleLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2140	KDM5D	Q9BY66	1	SingleLoc	FirstLoc	M_Nucleoli (Fibrillar center)	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2141	KIAA1211	Q6ZU35	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2143	KIAA1217	Q5T5P2	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2145	KIAA1324	Q6UXG2	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2146	KIAA1549L	Q6ZVL6	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2147	KIF1A	Q12756	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
2148	KIFC2	Q96AC6	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2150	KLF12	Q9Y4X4	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2152	KLF6	Q99612	4	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2156	KLHDC9	Q8NEP7	1	SingleLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2157	KRT4	P19013	1	SingleLoc	FirstLoc	Q_Intermediate filaments	1_Validated	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2158	LAMP3	Q9UQV4	2	MultiLoc	FirstLoc	H_Nucleus	4_Uncertain	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2160	LBH	Q53QV2	1	SingleLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	3_Cytosol	2	FALSE
2161	LDHD	Q86WU2	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	4_Mitochondria	2	FALSE
2162	LITAF	Q99732	3	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2165	LIX1L	Q8IVB5	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
2166	LMO4	P61968	2	MultiLoc	FirstLoc	G_Nucleoplasm	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2168	LONRF3	Q496Y0	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2170	LOXL1	Q08397	1	SingleLoc	FirstLoc	C_Endoplasmic reticulum	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2171	LPAR1	Q92633	2	MultiLoc	FirstLoc	I_Nuclear speckles	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2173	LSM7	Q9UK45	1	SingleLoc	FirstLoc	M_Nucleoli (Fibrillar center)	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2174	LSP1	P33241	1	SingleLoc	FirstLoc	D_Plasma membrane	2_Supported	1_Secretory	MultiCLidentical	3_Cytosol	2	FALSE
2175	MAGEE1	Q9HCI5	2	MultiLoc	FirstLoc	Y_Cytokinetic bridge	3_Approved	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
2177	MAGEH1	Q9H213	1	SingleLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2178	MAN2B1	O00754	2	MultiLoc	FirstLoc	G_Nucleoplasm	4_Uncertain	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2180	MAOB	P27338	2	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	4_Mitochondria	2	FALSE
2182	MAP3K12	Q12852	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2184	MAP3K8	P41279	1	SingleLoc	FirstLoc	N_Cytosol	2_Supported	3_Cytosol	MultiCLidentical	3_Cytosol	2	TRUE
2185	MAP6D1	Q9H9H5	1	SingleLoc	FirstLoc	N_Cytosol	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2186	MARK2	Q7KZI7	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2188	MCTP2	Q6DN12	2	MultiLoc	FirstLoc	G_Nucleoplasm	1_Validated	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2190	MDGA1	Q8NFP4	2	MultiLoc	FirstLoc	B_Golgi apparatus	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2192	MDP1	Q86V88	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2193	MED12L	Q86YW9	1	SingleLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2194	MICALCL	Q6ZW33	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2197	MKRN3	Q13064	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2200	MMP1	P03956	1	SingleLoc	FirstLoc	A_Vesicles	2_Supported	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2201	MMP14	P50281	2	MultiLoc	FirstLoc	Q_Intermediate filaments	3_Approved	3_Cytosol	MultiCLidentical	1_Secretory	2	FALSE
2203	MMP16	P51512	2	MultiLoc	FirstLoc	A_Vesicles	3_Approved	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2205	MNS1	Q8NEH6	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2207	MORN2	Q502X0	1	SingleLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2208	MPP1	Q00013	3	MultiLoc	FirstLoc	J_Nucleoli	3_Approved	2_Nucleus	MultiCLidentical	3_Cytosol	2	FALSE
2211	MPP7	Q5T2T1	1	SingleLoc	FirstLoc	E_Cell Junctions	2_Supported	1_Secretory	MultiCLidentical	4_Mitochondria	2	FALSE
2212	MSI1	O43347	3	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2215	MSLN	Q13421	2	MultiLoc	FirstLoc	G_Nucleoplasm	3_Approved	2_Nucleus	MultiCLidentical	1_Secretory	2	FALSE
2217	MUC5B	Q9HC84	1	SingleLoc	FirstLoc	A_Vesicles	1_Validated	1_Secretory	MultiCLidentical	1_Secretory	2	TRUE
2218	MUTYH	Q9UIF7	1	SingleLoc	FirstLoc	H_Nucleus	2_Supported	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
2219	MXD3	Q9BW11	2	MultiLoc	FirstLoc	H_Nucleus	3_Approved	2_Nucleus	MultiCLidentical	2_Nucleus	2	TRUE
